lcl|CP092641.1_prot_UML61508.1_2	iYO844.BSU03860	34.6	185	117	3	1	182	4	187	5.59e-29	109
lcl|CP092641.1_prot_UML61508.1_2	iYO844.BSU38110	32.1	184	123	1	2	183	5	188	1.62e-27	105
lcl|CP092641.1_prot_UML61509.1_3	iCN900.CD630_12610	31.4	640	349	12	22	652	100	658	1.36e-84	285
lcl|CP092641.1_prot_UML61510.1_4	iSynCJ816.SGL_RS03010	27.1	384	238	13	236	602	7	365	6.67e-35	139
lcl|CP092641.1_prot_UML61510.1_4	iAF987.Gmet_2391	28.4	384	228	14	236	602	7	360	4.92e-33	134
lcl|CP092641.1_prot_UML61512.1_6	iAF692.Mbar_A3140	25.0	360	228	13	1	321	7	363	4.90e-15	75.1
lcl|CP092641.1_prot_UML61513.1_7	iYS854.USA300HOU_RS02640	39.3	112	67	1	8	118	5	116	3.09e-24	89.4
lcl|CP092641.1_prot_UML61514.1_8	iLJ478.TM1185	48.1	160	75	2	6	165	15	166	1.43e-40	134
lcl|CP092641.1_prot_UML61514.1_8	iPC815.YPO1441	47.9	142	61	2	6	141	11	145	1.70e-36	123
lcl|CP092641.1_prot_UML61515.1_9	iEK1008.Rv3265c	25.6	219	148	3	16	220	12	229	6.40e-17	79.7
lcl|CP092641.1_prot_UML61518.1_12	iAF987.Gmet_1469	28.3	561	323	11	54	549	54	600	2.34e-55	196
lcl|CP092641.1_prot_UML61522.1_16	iAF692.Mbar_A1138	22.6	159	117	3	41	197	2	156	4.93e-08	54.3
lcl|CP092641.1_prot_UML61522.1_16	iAF987.Gmet_2352	29.6	125	81	3	38	160	2	121	2.05e-07	52.4
lcl|CP092641.1_prot_UML61523.1_17	STM_v1_0.STM4433	23.5	285	198	6	10	283	3	278	1.43e-15	76.6
lcl|CP092641.1_prot_UML61529.1_24	iAF987.Gmet_2999	31.4	153	103	1	1	151	4	156	9.03e-17	77.8
lcl|CP092641.1_prot_UML61529.1_24	iAF987.Gmet_1706	36.4	121	73	2	5	123	1	119	4.58e-16	75.5
lcl|CP092641.1_prot_UML61530.1_25	iAF987.Gmet_0043	25.9	232	165	5	283	510	38	266	1.33e-17	85.5
lcl|CP092641.1_prot_UML61531.1_26	iSynCJ816.SGL_RS10930	33.6	706	432	7	9	708	10	684	7.93e-127	392
lcl|CP092641.1_prot_UML61531.1_26	iEK1008.Rv0684	32.2	712	446	6	7	708	11	695	7.39e-123	382
lcl|CP092641.1_prot_UML61531.1_26	iSynCJ816.SGL_RS17200	31.6	718	445	7	10	715	9	692	4.38e-119	372
lcl|CP092641.1_prot_UML61532.1_27	iHN637.CLJU_RS03910	32.9	377	240	7	2	373	12	380	2.42e-71	227
lcl|CP092641.1_prot_UML61532.1_27	iAF987.Gmet_3535	37.1	383	226	7	2	373	5	383	5.47e-70	224
lcl|CP092641.1_prot_UML61532.1_27	iYO844.BSU25500	32.5	378	248	6	1	373	1	376	1.02e-65	213
lcl|CP092641.1_prot_UML61532.1_27	iEK1008.Rv2388c	31.9	376	243	3	3	373	7	374	1.28e-65	212
lcl|CP092641.1_prot_UML61532.1_27	iCN900.CD630_24640	31.0	390	252	3	1	373	1	390	2.77e-65	212
lcl|CP092641.1_prot_UML61532.1_27	iNF517.LLMG_RS07160	30.5	370	251	3	5	373	9	373	1.57e-64	209
lcl|CP092641.1_prot_UML61536.1_31	iSDY_1059.SDY_1022	28.2	156	89	6	199	336	32	182	1.30e-04	45.4
lcl|CP092641.1_prot_UML61536.1_31	iML1515.b0584	28.5	172	94	7	187	333	11	178	5.11e-04	43.5
lcl|CP092641.1_prot_UML61536.1_31	iJN1463.PP_0525	23.4	188	129	5	234	408	87	272	6.41e-04	43.1
lcl|CP092641.1_prot_UML61538.1_33	iML1515.b3201	29.0	217	126	6	9	205	8	216	1.49e-21	89.0
