lcl|CP092639.1_prot_UML56949.1_6	iML1515.b3697	99.6	270	1	0	1	270	1	270	5.72e-192	525
lcl|CP092639.1_prot_UML56952.1_9	iML1515.b3693	99.7	292	1	0	1	292	1	292	7.37e-215	585
lcl|CP092639.1_prot_UML56952.1_9	iSSON_1240.SSON_3644	99.0	292	3	0	1	292	1	292	2.88e-212	578
lcl|CP092639.1_prot_UML56952.1_9	iSF_1195.SF3770	97.6	292	7	0	1	292	1	292	2.27e-209	571
lcl|CP092639.1_prot_UML56953.1_10	iML1515.b4477	100	205	0	0	1	205	1	205	3.34e-145	402
lcl|CP092639.1_prot_UML56953.1_10	iYL1228.KPN_04096	89.2	204	22	0	1	204	1	204	4.14e-130	363
lcl|CP092639.1_prot_UML56954.1_11	iML1515.b4478	99.7	382	1	0	1	382	1	382	3.11e-291	786
lcl|CP092639.1_prot_UML56954.1_11	iYL1228.KPN_04095	92.4	382	29	0	1	382	1	382	1.28e-274	744
lcl|CP092639.1_prot_UML56954.1_11	STM_v1_0.STM3828	92.1	382	30	0	1	382	1	382	5.01e-272	737
lcl|CP092639.1_prot_UML56955.1_12	iSSON_1240.SSON_3642	100	445	0	0	1	445	1	445	0.0	886
lcl|CP092639.1_prot_UML56955.1_12	iSF_1195.SF3772	99.6	445	2	0	1	445	1	445	0.0	882
lcl|CP092639.1_prot_UML56955.1_12	iML1515.b3691	100	430	0	0	16	445	1	430	4.43e-317	856
lcl|CP092639.1_prot_UML56955.1_12	iYL1228.KPN_04094	93.0	445	31	0	1	445	1	445	3.13e-307	832
lcl|CP092639.1_prot_UML56955.1_12	STM_v1_0.STM3827	90.6	445	42	0	1	445	1	445	2.35e-302	819
lcl|CP092639.1_prot_UML56956.1_13	iAF692.Mbar_A1602	24.9	309	204	13	1	300	4	293	1.23e-09	58.9
lcl|CP092639.1_prot_UML56963.1_20	iYL1228.KPN_04086	81.3	539	100	1	1	538	44	582	9.47e-320	873
lcl|CP092639.1_prot_UML56964.1_21	iYL1228.KPN_04085	89.1	439	48	0	1	439	1	439	1.46e-298	809
lcl|CP092639.1_prot_UML56969.1_28	iJN1463.PP_3588	25.1	363	260	7	12	368	16	372	4.48e-19	87.8
lcl|CP092639.1_prot_UML56972.1_32	iML1515.b3671	99.3	562	4	0	1	562	1	562	0.0	1105
lcl|CP092639.1_prot_UML56972.1_32	iSbBS512_1146.SbBS512_E4248	99.3	562	4	0	1	562	1	562	0.0	1103
lcl|CP092639.1_prot_UML56972.1_32	iSDY_1059.SDY_4155	99.3	562	4	0	1	562	1	562	0.0	1103
lcl|CP092639.1_prot_UML56972.1_32	iSSON_1240.SSON_3625	99.3	562	4	0	1	562	1	562	0.0	1102
lcl|CP092639.1_prot_UML56972.1_32	iSF_1195.SF3790	99.2	532	4	0	31	562	1	532	0.0	1046
lcl|CP092639.1_prot_UML56972.1_32	STM_v1_0.STM3796	92.2	562	44	0	1	562	1	562	0.0	1030
lcl|CP092639.1_prot_UML56973.1_33	iML1515.b3670	100	96	0	0	1	96	1	96	4.47e-68	198
lcl|CP092639.1_prot_UML56973.1_33	iSSON_1240.SSON_3624	100	96	0	0	1	96	1	96	4.47e-68	198
lcl|CP092639.1_prot_UML56973.1_33	iSDY_1059.SDY_4154	99.0	96	1	0	1	96	1	96	3.68e-67	196
lcl|CP092639.1_prot_UML56973.1_33	iSbBS512_1146.SbBS512_E4249	97.9	96	2	0	1	96	1	96	7.42e-67	195
lcl|CP092639.1_prot_UML56973.1_33	iSF_1195.SF3791	97.9	96	2	0	1	96	1	96	4.30e-66	193
lcl|CP092639.1_prot_UML56973.1_33	STM_v1_0.STM3795	90.6	96	9	0	1	96	1	96	1.34e-60	179
lcl|CP092639.1_prot_UML56974.1_34	iAF987.Gmet_1914	31.0	116	72	3	4	116	4	114	4.77e-06	45.8
lcl|CP092639.1_prot_UML59126.1_36	iYO844.BSU02140	35.6	419	262	5	16	428	15	431	4.32e-88	275
lcl|CP092639.1_prot_UML59126.1_36	STM_v1_0.STM2283	38.0	434	260	6	1	428	1	431	3.35e-86	270
lcl|CP092639.1_prot_UML59126.1_36	iSDY_1059.SDY_2435	37.9	419	251	5	4	416	5	420	3.70e-85	267
lcl|CP092639.1_prot_UML59126.1_36	iML1515.b2240	37.7	422	255	5	1	416	1	420	5.22e-85	267
lcl|CP092639.1_prot_UML59126.1_36	iSbBS512_1146.SbBS512_E2622	37.7	422	255	5	1	416	1	420	5.22e-85	267
lcl|CP092639.1_prot_UML59126.1_36	iSSON_1240.SSON_2301	37.7	422	255	5	1	416	1	420	5.22e-85	267
lcl|CP092639.1_prot_UML59126.1_36	iYL1228.KPN_02646	37.4	422	256	5	1	416	1	420	1.31e-84	266
lcl|CP092639.1_prot_UML59126.1_36	iSF_1195.SF2322	37.4	422	256	5	1	416	1	420	1.61e-83	263
lcl|CP092639.1_prot_UML59126.1_36	iYS854.USA300HOU_RS01785	36.9	442	260	7	4	431	3	439	3.53e-82	259
lcl|CP092639.1_prot_UML56975.1_37	iML1515.b3666	100	463	0	0	1	463	1	463	0.0	892
